timestamp,monthly_kwh_per_home
2007-01-31,2006.6601583101951
2007-02-28,1588.923879906363
2007-03-31,1234.1421497087476
2007-04-30,849.3950249333111
2007-05-31,895.420141923893
2007-06-30,1070.7236829985295
2007-07-31,1268.5082498775103
2007-08-31,1201.0008802330005
2007-09-30,934.8070865588758
2007-10-31,852.785640971201
2007-11-30,1082.1074507049914
2007-12-31,1662.2079338015124
2008-01-31,0.4734058468071203
