metric,value
represented_units,4447704.572787276
annual_kwh_per_home,14647.155685774938
average_daily_kwh_per_home,40.12919365965737
peak_kw_per_home,4.648383689912349
peak_timestamp,2007-02-05T07:15:00
minimum_kw_per_home,0.5575493494474383
