metric,value
represented_units,820339.828
annual_kwh_per_home,8430.899346538388
average_daily_kwh_per_home,23.098354374077775
peak_kw_per_home,4.0929185427086
peak_timestamp,2018-07-06T19:00:00
minimum_kw_per_home,0.37948577904735487
