metric,value
represented_units,1187652.555
annual_kwh_per_home,7220.187243871003
average_daily_kwh_per_home,19.781334914715078
peak_kw_per_home,2.1406281336283985
peak_timestamp,2018-07-06T19:00:00
minimum_kw_per_home,0.3662201349969701
