timestamp,monthly_kwh_per_home
2018-01-31,607.4793513923175
2018-02-28,563.8335802052429
2018-03-31,559.0402574085997
2018-04-30,534.2575954730712
2018-05-31,537.2592497038828
2018-06-30,551.9165300270186
2018-07-31,728.7487062582702
2018-08-31,749.7521679574363
2018-09-30,630.2849029103678
2018-10-31,589.734969062448
2018-11-30,549.9351938164483
2018-12-31,617.6693461068884
2019-01-31,0.2753935490117635
