metric,value
represented_units,561986.051
annual_kwh_per_home,8917.659789439587
average_daily_kwh_per_home,24.43194462860161
peak_kw_per_home,3.113790096769594
peak_timestamp,2018-07-25T20:00:00
minimum_kw_per_home,0.4056637487386621
