metric,value
represented_units,10437783.148
annual_kwh_per_home,15024.378102063854
average_daily_kwh_per_home,41.16267973168179
peak_kw_per_home,5.414018939792699
peak_timestamp,2018-01-17T08:30:00
minimum_kw_per_home,0.5337691261967294
